slope_angle,wolf_prob,rain_mm,cold_resistance,is_safe
33.26,0.031,2.39,Medium,1
18.52,0.213,90.18,Medium,0
26.41,0.399,18.7,Medium,1
41.96,0.132,22.64,Medium,1
49.08,0.28,39.42,Medium,0
42.17,0.583,102.03,Medium,0
40.26,0.261,52.88,Medium,0
9.02,0.36,58.2,Medium,1
1.0,0.017,5.96,High,1
2.05,0.04,0.0,High,1
43.68,0.825,1.58,Low,1
46.87,0.773,40.3,Medium,0
35.84,0.079,7.86,High,1
34.37,0.64,50.28,Low,0
23.84,0.0,8.44,Low,1
21.72,0.435,60.25,Low,0
40.5,0.799,74.36,Medium,0
16.49,0.046,25.27,Medium,1
55.36,0.693,40.62,Medium,0
22.3,0.482,15.83,Medium,1
8.42,0.155,22.26,Medium,1
18.95,0.371,25.29,High,1
63.22,0.512,55.75,Low,0
34.6,0.187,13.61,Medium,1
16.22,0.419,4.13,Medium,1
29.48,0.351,0.33,Low,1
20.44,0.112,72.49,Medium,0
1.0,0.001,2.46,Medium,1
34.57,0.619,79.28,Low,0
20.22,0.137,16.27,Medium,1
22.9,0.751,8.38,Medium,1
12.9,0.156,14.46,High,1
54.4,0.051,9.49,Low,1
11.54,0.171,11.76,Medium,1
32.56,0.758,6.87,Medium,1
15.54,0.382,68.15,High,0
9.7,0.241,14.36,Medium,1
22.17,0.749,46.82,Medium,1
23.58,0.821,6.3,Medium,1
29.74,0.809,18.34,Medium,1
21.67,0.028,71.39,Medium,0
64.43,0.089,0.0,Low,1
27.83,0.128,51.58,Low,0
12.56,0.241,4.95,Medium,1
21.6,0.554,31.13,Medium,1
33.13,0.705,7.9,Low,1
17.77,0.249,26.15,High,1
21.47,0.423,32.36,Low,1
56.63,0.221,6.2,Medium,1
11.22,0.324,65.73,Medium,1
42.89,0.101,4.94,Medium,1
39.32,0.748,40.89,High,0
39.31,0.334,17.75,High,1
35.07,0.502,25.45,High,1
31.79,0.251,22.32,Medium,0
17.24,0.244,150.0,Medium,0
19.94,0.163,11.49,High,1
25.4,0.043,1.69,Medium,1
42.04,0.38,53.94,Low,0
60.28,0.2,45.59,Medium,0
19.19,0.0,31.77,Medium,1
15.23,0.458,44.01,Low,1
21.58,0.334,26.42,High,1
24.08,0.054,119.94,Medium,0
17.77,0.842,7.88,Medium,1
21.71,0.068,49.13,Low,1
48.98,0.362,18.1,Medium,0
60.28,0.0,42.72,Medium,0
28.82,0.134,78.49,High,0
39.94,0.375,60.26,High,0
38.8,0.331,43.82,Medium,0
34.61,0.052,13.96,Low,1
38.22,0.627,70.65,Medium,0
38.22,0.545,20.46,High,1
45.62,0.561,7.26,Medium,1
17.78,0.227,14.07,High,1
22.62,0.757,30.26,High,1
18.63,0.267,29.25,Medium,1
13.11,0.0,46.05,Medium,0
58.77,0.427,14.24,High,1
43.97,0.143,13.74,Low,1
41.86,0.509,59.07,Medium,0
20.35,0.055,29.2,Low,1
12.94,0.146,16.09,High,1
35.32,0.148,14.45,High,1
11.79,0.168,5.6,Medium,1
13.61,0.374,7.22,Medium,1
47.72,0.293,4.98,Medium,1
21.01,0.512,34.09,Medium,0
51.57,0.256,7.42,Medium,1
1.41,0.149,0.86,Medium,1
50.22,0.321,13.94,Low,1
45.69,0.414,150.0,Low,0
14.77,0.115,0.0,Medium,1
36.26,0.0,0.0,Medium,0
36.33,0.055,11.53,Low,1
30.64,0.163,69.28,High,0
42.78,0.319,63.4,Medium,0
49.07,0.096,21.09,Medium,0
36.85,0.271,29.12,High,1
1.0,0.526,38.26,High,1
21.53,0.089,6.29,Medium,1
1.57,0.117,7.5,High,1
49.4,0.113,18.96,Medium,1
36.16,0.313,43.22,Medium,0
40.87,0.244,11.51,Low,1
27.82,0.388,97.74,Medium,1
13.59,0.056,38.83,Low,1
13.4,0.04,115.1,High,0
36.2,0.28,14.83,High,1
1.8,0.071,16.79,Medium,1
25.27,0.002,48.19,Medium,1
18.81,0.045,34.85,Medium,1
27.68,0.249,49.76,Medium,0
7.16,0.434,11.42,High,1
16.97,0.204,22.92,High,0
13.89,0.126,60.65,Medium,1
47.58,0.665,82.58,Low,0
38.22,0.891,128.85,Low,0
54.94,0.276,0.0,Low,1
22.71,0.0,5.21,High,1
58.4,0.205,0.0,Low,1
40.45,0.437,16.7,Medium,1
12.69,0.094,32.51,High,1
12.09,0.3,0.25,High,1
37.96,0.386,31.55,Low,0
13.36,0.157,54.04,Low,1
13.32,0.281,118.0,Medium,0
15.71,0.093,21.51,High,1
10.4,0.399,3.22,Medium,1
41.86,0.178,30.52,Medium,1
20.35,0.202,60.69,Medium,0
39.96,0.759,10.57,Medium,1
9.81,0.031,17.43,Medium,1
38.08,0.399,51.07,Medium,0
50.72,0.152,10.66,Medium,1
7.45,0.215,12.12,High,1
10.24,0.219,0.0,High,1
46.31,0.136,8.71,Low,1
33.34,0.562,11.52,Medium,0
27.79,0.4,43.46,Medium,0
7.6,0.104,20.47,Medium,1
17.48,0.217,0.0,High,1
23.41,0.343,13.51,Low,1
11.47,0.21,6.98,Medium,1
54.13,0.0,10.54,Medium,0
44.19,0.547,26.94,Medium,0
65.0,0.596,24.09,High,0
18.44,0.0,0.0,High,1
65.0,0.101,2.8,Medium,1
41.07,0.257,21.9,Medium,1
16.38,0.139,3.53,Medium,1
17.95,0.028,68.8,High,1
10.99,0.288,57.77,Medium,1
16.78,0.4,51.98,Medium,1
50.32,0.138,23.33,Medium,1
51.31,0.349,52.58,Low,0
14.19,0.19,15.39,Low,1
18.28,0.425,16.93,Medium,0
24.35,0.428,36.0,Low,1
13.86,0.775,37.26,High,1
50.91,0.179,13.5,High,1
38.45,0.016,13.8,Medium,1
31.88,0.083,103.69,Low,0
47.14,0.18,11.37,Medium,1
13.35,0.036,75.65,Medium,1
40.22,0.132,21.76,Low,1
58.43,0.136,4.74,High,1
62.76,0.493,78.21,Medium,0
50.51,0.27,5.08,Medium,1
26.02,0.185,84.08,Medium,0
12.79,0.241,21.21,High,1
40.75,0.286,23.3,Low,0
17.18,0.018,46.53,Medium,1
21.39,0.153,49.22,Medium,1
38.84,0.209,13.4,Medium,1
41.52,0.245,9.09,High,1
33.16,0.671,54.39,Low,0
36.17,0.536,25.51,High,1
17.41,0.326,16.7,High,1
41.91,0.279,16.84,Medium,1
5.39,0.394,0.0,High,1
21.73,0.208,39.56,Low,0
17.95,0.054,0.0,High,1
21.01,0.33,35.28,Medium,1
14.46,0.149,2.58,High,0
45.9,0.374,0.21,High,1
38.39,0.42,14.61,Medium,1
39.47,0.763,11.78,Low,0
22.81,0.15,16.91,High,1
35.55,0.622,11.85,Medium,1
42.32,0.228,7.88,Medium,1
13.01,0.117,23.68,Medium,1
38.03,0.333,60.45,Medium,0
29.5,0.753,47.53,Medium,0
40.1,0.295,2.88,Medium,1
49.48,0.581,47.01,Medium,0
18.47,0.023,29.43,Medium,1
43.36,0.624,45.85,High,0
45.58,0.219,6.39,High,1
34.66,0.06,30.23,Medium,1
44.4,0.462,13.84,High,1
41.08,0.113,48.71,Low,0
13.42,0.78,50.96,Medium,1
50.53,0.731,16.56,Low,1
9.97,0.225,0.0,High,1
45.94,0.044,9.5,Low,1
26.66,0.135,130.44,High,0
20.61,0.295,57.42,High,0
8.88,0.121,22.49,High,1
14.82,0.161,9.0,High,1
39.23,0.107,24.96,Medium,1
11.76,0.243,75.02,Medium,1
15.56,0.336,63.03,Low,0
28.81,0.079,30.62,Medium,1
58.45,0.654,36.91,Low,0
44.41,0.594,56.2,Medium,0
21.42,0.649,32.74,Low,1
2.31,0.231,76.48,Medium,1
26.0,0.275,3.32,Medium,1
35.89,0.269,16.55,High,1
10.92,0.258,19.92,High,1
6.58,0.142,8.09,Medium,1
15.71,0.227,60.41,Medium,0
13.06,0.467,7.73,Medium,1
43.66,0.364,41.62,Low,0
50.84,0.133,2.05,Medium,1
46.35,0.564,25.64,Medium,0
39.83,0.699,15.33,Medium,1
47.51,0.429,35.39,Medium,0
40.62,0.609,46.32,Low,0
31.8,0.754,9.85,High,1
40.0,0.433,68.04,Low,0
37.19,0.373,57.72,Low,0
30.7,0.073,39.46,Medium,0
16.66,0.263,4.98,Medium,1
24.2,0.243,5.93,Medium,1
34.61,0.709,63.7,High,0
14.48,0.1,12.45,High,1
19.66,0.17,14.83,Medium,1
23.18,0.012,33.1,Medium,1
6.44,0.155,66.17,Medium,1
22.85,0.111,32.61,High,1
44.36,0.02,8.01,Medium,1
20.32,0.229,16.81,Medium,1
32.54,0.152,8.22,Medium,1
5.9,0.428,9.31,Medium,0
42.73,0.295,70.0,Medium,0
50.98,0.406,12.72,Medium,1
29.76,0.72,33.91,Low,0
40.36,0.273,0.0,High,1
45.4,0.562,55.59,Low,0
44.87,0.029,0.0,Medium,1
45.41,0.302,28.55,Medium,1
56.49,0.072,6.35,Medium,1
10.7,0.184,90.8,Medium,0
45.4,0.318,16.62,Medium,1
43.78,0.192,0.0,High,1
9.2,0.063,73.36,Medium,1
20.83,0.163,51.78,High,1
53.35,0.231,24.41,Medium,0
29.73,0.665,17.2,Medium,1
56.9,0.41,34.54,Medium,0
37.88,0.39,58.91,Medium,0
21.13,0.327,11.13,Low,1
21.16,0.06,0.78,Medium,1
11.75,0.245,127.31,High,1
16.78,0.234,2.4,Medium,1
2.23,0.295,23.35,Medium,1
36.61,0.392,31.25,Medium,0
34.48,0.772,28.37,Medium,1
14.21,0.236,42.99,Medium,1
44.45,0.48,29.81,Medium,0
10.63,0.184,71.4,High,1
64.53,0.015,9.89,Medium,1
17.44,0.195,13.78,High,1
20.92,0.086,8.15,Medium,1
56.31,0.078,0.0,Medium,1
1.0,0.206,37.03,Medium,1
8.34,0.361,34.52,Medium,1
49.74,0.448,37.49,Low,0
41.37,0.373,13.66,High,1
25.28,0.157,29.69,Medium,1
59.06,0.444,106.41,Low,1
34.9,0.326,43.28,Medium,0
30.6,0.533,25.15,Low,0
18.14,0.574,58.23,Medium,0
34.48,0.383,59.6,High,0
41.55,0.187,19.44,Medium,1
20.58,0.227,26.27,Medium,1
35.98,0.678,36.06,Low,0
47.19,0.155,2.13,Low,1
40.77,0.0,3.11,Low,1
17.91,0.141,12.67,Medium,1
28.39,0.333,31.85,Medium,1
9.75,0.162,0.0,Medium,1
13.06,0.021,0.0,High,1
14.14,0.088,83.53,High,1
55.64,0.11,13.38,Medium,1
17.19,0.54,7.22,Low,1
5.12,0.19,9.38,Medium,1
65.0,0.085,1.32,Medium,1
17.6,0.124,48.51,High,1
22.76,0.195,57.03,Low,0
48.57,0.16,0.42,High,1
52.53,0.0,21.46,Medium,1
40.36,0.363,38.69,Low,0
39.84,0.425,61.78,Low,0
9.35,0.098,32.84,Medium,1
12.42,0.0,2.65,High,1
24.26,0.683,14.26,Medium,1
40.11,0.413,45.71,Medium,0
14.19,0.289,36.52,Medium,1
47.17,0.553,29.45,Low,0
41.95,0.6,62.14,High,0
18.14,0.656,17.67,Low,1
51.99,0.536,47.07,Medium,0
54.69,0.438,23.0,Medium,0
21.5,0.607,2.49,High,1
21.35,0.169,36.04,Medium,1
15.17,0.173,15.32,High,1
13.57,0.115,8.53,High,1
42.95,0.247,9.98,High,1
12.02,0.082,20.07,High,1
41.14,0.019,0.0,Low,1
50.06,0.147,6.09,Low,1
45.32,0.778,15.32,Medium,1
7.19,0.066,45.12,Medium,1
28.11,0.03,56.19,Medium,0
9.74,0.187,13.73,High,0
19.98,0.788,49.3,Low,1
44.37,0.335,19.3,High,1
19.23,0.28,72.14,Low,0
25.48,0.195,12.79,High,1
45.01,0.135,3.01,Medium,1
28.27,0.764,54.59,Medium,0
16.23,0.254,126.54,High,0
27.88,0.03,109.59,Low,0
31.05,0.367,74.71,Medium,0
20.7,0.308,83.01,Low,0
6.95,0.245,13.18,Medium,1
13.71,0.213,35.74,Medium,1
23.76,0.163,19.99,Medium,1
42.0,0.2,2.21,Medium,1
42.54,0.013,12.54,Low,1
53.12,0.179,3.22,Low,1
45.19,0.548,29.36,Medium,1
21.39,0.419,28.72,Low,1
47.16,0.138,7.87,Low,1
33.08,0.431,8.5,Low,1
38.75,0.593,25.92,Medium,1
24.91,0.19,3.85,Medium,1
19.97,0.09,36.69,Medium,1
31.8,0.276,2.16,Medium,1
23.84,0.227,16.0,Medium,1
30.71,0.016,65.19,Low,0
19.19,0.198,28.62,Low,1
24.63,0.485,15.96,Low,1
12.57,0.202,18.5,Medium,1
41.44,0.554,58.98,Medium,0
45.37,0.162,16.65,Medium,1
16.61,0.151,51.42,Medium,0
15.93,0.0,82.81,Medium,0
17.73,0.219,19.76,Medium,1
18.71,0.133,50.25,Low,0
50.3,0.109,56.06,Medium,0
8.0,0.142,23.36,Medium,1
38.48,0.646,64.89,Medium,0
12.32,0.156,17.59,Medium,0
65.0,0.101,6.26,Low,1
13.56,0.299,24.52,Medium,1
8.53,0.119,58.68,Low,1
46.92,0.274,54.99,Low,0
18.79,0.108,18.81,Medium,1
25.16,0.9,20.75,Low,1
12.18,0.583,10.12,High,0
46.84,0.158,31.96,Medium,0
42.25,0.182,0.0,Medium,1
41.52,0.214,15.98,High,1
5.83,0.088,27.26,Low,1
19.58,0.1,82.2,Low,0
65.0,0.446,33.08,Low,0
15.62,0.0,12.63,Medium,1
65.0,0.313,17.62,Low,0
12.94,0.25,11.43,High,1
55.57,0.525,28.17,Medium,0
36.2,0.061,29.5,Low,1
40.59,0.095,26.93,High,1
34.3,0.433,27.72,Medium,0
12.15,0.091,13.21,Medium,1
51.19,0.426,4.79,Low,1
2.6,0.163,17.94,Medium,1
21.89,0.598,11.89,Low,1
15.41,0.145,20.6,Medium,1
40.76,0.814,2.83,Medium,1
49.45,0.27,8.65,Medium,1
18.13,0.4,31.54,High,1
3.89,0.285,15.26,Medium,1
16.92,0.718,33.99,Low,1
30.38,0.775,35.32,High,0
25.15,0.646,25.18,Medium,0
37.61,0.386,23.42,Low,0
40.85,0.24,28.19,Low,0
32.48,0.635,60.71,Medium,1
32.06,0.283,3.8,Medium,1
17.39,0.237,23.83,High,1
30.15,0.216,84.01,Low,0
27.25,0.299,46.04,Medium,0
36.4,0.712,12.33,Medium,1
33.05,0.319,25.33,High,1
21.91,0.074,12.42,Medium,1
20.08,0.058,57.25,Low,0
33.32,0.045,6.4,Medium,1
29.13,0.352,93.74,Low,0
41.52,0.582,57.56,Medium,0
56.19,0.24,9.69,Medium,1
41.62,0.053,9.25,Medium,1
43.78,0.103,10.18,High,1
8.83,0.125,25.62,High,1
49.5,0.023,5.51,High,1
45.39,0.753,23.65,Low,0
64.09,0.144,23.05,Medium,1
22.76,0.327,7.57,High,1
13.99,0.862,17.02,High,1
14.1,0.37,6.2,High,1
30.43,0.533,7.45,High,1
44.58,0.121,6.37,Low,1
54.56,0.319,16.01,Medium,1
49.25,0.146,12.71,Low,1
48.89,0.357,61.83,High,0
1.0,0.268,52.6,Medium,1
12.14,0.21,91.11,Low,0
17.05,0.213,6.01,Medium,1
55.56,0.032,10.38,Medium,1
15.63,0.072,94.87,Low,0
21.76,0.694,25.51,Medium,0
31.18,0.545,30.05,Medium,1
51.95,0.489,80.69,Low,0
6.96,0.0,28.79,Medium,1
18.76,0.267,39.82,Medium,1
33.62,0.396,51.4,Low,0
40.52,0.384,32.78,Low,0
17.77,0.201,13.9,High,1
24.0,0.101,83.89,Low,0
55.32,0.041,7.67,Medium,1
9.68,0.097,11.15,Medium,1
22.92,0.257,23.55,Low,1
40.16,0.026,16.33,Low,1
20.81,0.657,10.24,Medium,1
37.04,0.7,26.97,Low,1
12.55,0.21,35.08,Medium,1
34.51,0.159,0.0,Medium,1
32.59,0.163,0.81,Low,1
7.88,0.034,0.0,Medium,1
39.62,0.043,0.0,High,1
50.0,0.343,36.25,Medium,0
10.47,0.284,65.54,Medium,1
34.88,0.603,33.52,Low,0
19.49,0.195,21.63,High,1
35.01,0.688,41.02,High,1
21.83,0.319,31.23,Medium,1
21.33,0.136,17.3,Medium,1
21.65,0.129,29.92,High,0
37.02,0.746,56.95,Low,0
1.0,0.083,2.05,Medium,1
12.85,0.309,16.03,Medium,1
30.75,0.104,14.54,High,1
8.36,0.184,6.39,Medium,1
18.86,0.742,12.53,Medium,1
28.31,0.587,15.09,Medium,1
39.64,0.767,21.74,Low,0
25.61,0.867,20.48,Medium,0
31.64,0.172,31.52,Medium,0
46.86,0.277,16.76,High,1
7.59,0.145,14.53,Medium,1
44.39,0.39,4.31,Low,1
13.84,0.068,43.32,Medium,1
38.8,0.722,13.64,Medium,1
46.95,0.254,30.38,Medium,0
41.29,0.289,0.0,Low,1
28.2,0.514,9.93,High,1
43.88,0.719,11.34,Medium,0
50.53,0.085,3.35,Medium,1
29.91,0.143,40.05,Low,0
36.67,0.526,25.81,Low,0
45.54,0.175,19.65,Medium,1
21.52,0.435,90.03,Low,0
34.17,0.266,89.82,High,0
5.94,0.16,23.72,High,1
48.49,0.115,9.43,Medium,1
15.33,0.329,6.43,Medium,1
38.8,0.129,68.9,Medium,0
41.03,0.086,9.36,Medium,1
22.24,0.18,28.9,Low,1
43.78,0.463,84.4,Low,0
49.45,0.253,13.48,Medium,1
29.58,0.043,16.64,Medium,1
29.51,0.191,52.97,Low,0
42.89,0.529,16.91,High,1
34.34,0.571,19.47,Low,0
20.0,0.166,36.45,High,1
9.97,0.177,22.41,Medium,1
24.18,0.034,12.2,Low,1
38.58,0.246,6.77,Low,1
55.65,0.13,0.0,Medium,0
20.01,0.158,22.57,High,1
20.2,0.247,72.07,Low,0
30.43,0.299,42.6,Low,0
8.17,0.294,8.26,High,1
15.39,0.461,16.46,High,1
5.16,0.449,37.15,High,1
26.5,0.083,72.84,Medium,0
13.95,0.255,18.3,Low,1
32.05,0.113,13.71,Medium,1
27.23,0.327,35.13,Low,0
50.1,0.221,47.92,Medium,0
53.71,0.55,6.95,Low,1
13.33,0.065,7.52,Medium,1
22.18,0.399,0.09,Low,1
49.64,0.016,0.0,Medium,1
20.15,0.344,32.45,High,1
25.07,0.214,40.58,Medium,1
20.57,0.549,23.92,Medium,1
28.0,0.688,54.38,Medium,0
52.62,0.462,25.97,Medium,0
43.36,0.416,104.42,Medium,0
28.93,0.141,80.93,Low,0
17.82,0.449,42.38,Medium,1
13.63,0.128,72.4,High,1
28.62,0.388,52.68,Medium,0
49.02,0.213,13.5,Medium,1
25.89,0.125,26.48,Medium,1
25.75,0.626,4.47,Medium,1
25.97,0.226,52.85,Medium,0
38.91,0.228,0.47,Low,1
15.36,0.07,17.38,High,1
3.3,0.348,40.75,Medium,1
24.65,0.264,19.14,Medium,1
9.84,0.523,44.93,Low,1
13.21,0.117,22.65,High,1
28.12,0.364,0.0,Low,1
54.41,0.866,19.32,Medium,0
17.29,0.54,33.05,Medium,1
37.33,0.302,8.73,Medium,1
34.88,0.246,39.67,Medium,0
12.26,0.0,62.67,Low,1
48.85,0.122,3.71,Low,1
31.54,0.367,100.85,High,0
16.56,0.102,77.14,High,1
44.83,0.137,4.67,High,1
50.12,0.41,85.16,Medium,0
33.13,0.434,12.35,Low,1
24.23,0.161,7.3,Medium,1
47.49,0.21,4.93,Low,1
59.46,0.411,102.76,Low,0
43.7,0.118,16.38,Medium,1
17.85,0.173,55.83,Medium,0
28.06,0.577,17.55,High,0
38.11,0.584,43.22,Medium,0
9.0,0.198,22.05,Medium,1
44.27,0.507,38.42,Medium,0
18.69,0.243,90.22,High,0
33.35,0.315,32.28,Medium,1
44.48,0.327,16.01,Low,1
6.07,0.576,6.46,High,1
13.53,0.218,10.46,Medium,1
57.36,0.446,36.98,Low,1
47.58,0.048,10.53,Low,1
14.08,0.148,40.03,Medium,0
37.79,0.083,15.75,Low,1
44.49,0.113,13.09,Low,1
45.16,0.374,13.11,Medium,1
24.32,0.2,3.36,Medium,1
18.65,0.351,9.09,Medium,1
48.67,0.159,23.79,Medium,1
43.94,0.201,7.28,Medium,1
28.21,0.308,43.94,Medium,0
6.82,0.002,9.95,High,1
10.62,0.067,18.71,Medium,1
29.53,0.174,24.02,Medium,1
1.0,0.079,12.34,Medium,1
36.14,0.86,33.82,Low,0
41.67,0.107,13.71,High,1
24.39,0.05,30.04,Low,1
45.8,0.26,4.85,High,0
9.4,0.484,52.6,Medium,1
14.89,0.495,29.5,High,1
39.35,0.049,102.57,Medium,0
30.88,0.631,59.87,Medium,0
43.58,0.556,89.51,Medium,0
42.11,0.635,61.13,Medium,0
23.81,0.356,0.0,High,1
38.29,0.109,15.6,Medium,1
14.53,0.081,7.55,High,1
14.79,0.459,78.97,Medium,0
4.41,0.246,7.92,Medium,1
1.0,0.21,55.23,Low,1
40.49,0.451,21.04,Low,1
9.3,0.09,9.99,Medium,1
18.08,0.251,101.54,Medium,0
20.85,0.13,12.52,High,1
29.67,0.565,60.72,Medium,0
58.19,0.278,33.81,Medium,0
35.51,0.444,10.4,Low,1
38.33,0.692,40.87,Low,0
24.4,0.348,10.0,High,1
16.62,0.465,31.4,Medium,0
39.24,0.345,18.53,Medium,0
61.6,0.209,20.65,Medium,0
37.29,0.678,54.04,Low,0
1.0,0.015,51.9,High,1
22.92,0.321,24.1,Medium,1
24.3,0.34,8.39,Medium,1
18.29,0.539,36.47,Low,0
41.21,0.394,32.95,High,0
14.17,0.688,25.33,Medium,1
52.89,0.365,0.02,Medium,1
5.28,0.032,6.75,Medium,1
65.0,0.07,11.48,Medium,1
31.57,0.136,15.86,High,1
41.12,0.078,6.75,Medium,1
38.76,0.131,10.68,High,1
28.59,0.83,11.09,High,1
39.49,0.228,4.19,Medium,1
63.3,0.254,14.67,High,1
22.06,0.542,52.54,Medium,0
16.85,0.188,17.56,High,1
55.54,0.602,111.12,Medium,0
30.38,0.744,29.8,High,0
32.79,0.619,11.4,Medium,1
16.91,0.417,25.4,Low,1
52.28,0.006,3.92,Medium,1
47.47,0.064,14.82,Medium,1
36.23,0.635,26.05,Low,0
44.4,0.439,20.57,High,1
52.71,0.331,31.38,Medium,0
29.4,0.522,19.16,High,0
20.52,0.312,49.44,Low,0
48.84,0.291,2.53,High,1
17.16,0.148,65.57,Medium,0
33.91,0.551,25.82,Medium,0
22.18,0.821,14.71,Medium,1
23.67,0.026,45.28,Medium,1
52.02,0.52,64.36,Medium,0
8.5,0.223,10.04,Medium,0
45.03,0.239,9.66,Medium,1
19.17,0.045,33.14,Medium,1
24.26,0.259,99.62,Low,0
19.3,0.558,27.16,Medium,1
47.27,0.063,2.38,Low,1
52.43,0.491,29.92,High,0
49.81,0.044,15.49,Medium,1
21.89,0.043,93.21,Medium,1
8.93,0.046,23.77,Low,1
32.2,0.298,15.24,Medium,1
39.52,0.524,29.32,Medium,0
9.62,0.0,0.0,Medium,1
16.13,0.165,0.0,High,1
9.22,0.162,46.81,Medium,1
30.8,0.099,12.03,Low,1
40.03,0.82,21.71,Medium,1
24.15,0.421,0.0,Low,1
11.69,0.0,55.19,Medium,1
53.91,0.077,25.95,Low,0
50.84,0.417,21.08,Medium,0
47.24,0.587,99.78,Medium,0
23.39,0.293,60.41,Medium,0
24.43,0.064,67.68,Low,0
7.71,0.0,8.88,High,1
49.18,0.428,4.54,High,1
45.69,0.357,62.72,Medium,0
14.44,0.0,7.12,Medium,1
52.48,0.0,8.31,Medium,1
43.18,0.042,0.08,Low,1
49.44,0.122,27.12,Medium,0
39.81,0.282,12.59,High,1
40.56,0.164,0.0,High,1
34.96,0.204,15.76,Low,1
28.34,0.572,22.65,Low,0
25.7,0.513,63.29,Low,0
28.4,0.134,24.52,Medium,1
26.4,0.248,36.16,High,1
47.14,0.591,71.22,Medium,0
45.71,0.544,35.45,Low,0
27.11,0.0,14.51,Medium,1
10.63,0.166,86.83,Medium,1
27.91,0.333,67.88,High,0
9.21,0.077,9.57,High,1
3.99,0.285,36.68,Medium,1
7.47,0.125,4.51,Medium,1
21.68,0.186,15.84,High,1
8.98,0.127,44.2,Medium,1
31.97,0.099,23.9,High,1
6.95,0.259,0.0,Medium,1
11.69,0.014,15.43,Medium,1
41.92,0.256,50.82,Low,0
29.62,0.377,58.19,Low,0
42.47,0.461,106.19,Medium,0
57.91,0.412,59.24,Medium,0
25.22,0.319,29.96,Medium,1
11.99,0.035,7.74,High,1
40.79,0.49,101.26,High,0
20.56,0.367,53.08,Medium,0
6.64,0.418,111.81,Medium,1
24.95,0.613,50.5,Low,0
37.19,0.16,15.71,Medium,1
23.52,0.189,55.33,Medium,0
10.37,0.225,23.92,Medium,1
46.82,0.288,12.88,Medium,1
25.02,0.145,34.33,High,1
12.25,0.588,84.04,Low,1
42.06,0.236,20.36,Medium,1
2.36,0.335,8.59,High,1
29.73,0.424,19.87,High,1
24.49,0.025,96.54,Low,0
53.19,0.338,50.19,Medium,0
52.51,0.286,56.55,Low,0
19.66,0.159,21.09,Medium,0
18.88,0.056,15.49,Medium,1
21.53,0.061,28.81,High,1
21.2,0.045,27.31,High,0
61.59,0.137,2.49,Medium,1
26.46,0.16,74.64,Medium,0
32.34,0.3,34.34,Low,1
56.46,0.353,19.21,Medium,0
54.67,0.025,63.44,Low,0
40.48,0.348,99.1,Low,0
8.05,0.252,37.34,Low,1
41.4,0.855,80.39,Low,0
16.1,0.665,21.46,Low,1
34.93,0.197,69.73,Medium,0
39.75,0.088,67.11,Low,0
2.47,0.019,42.21,High,0
44.93,0.335,29.97,Medium,1
12.99,0.222,4.73,Medium,0
23.53,0.21,46.61,Medium,1
15.49,0.128,53.93,Medium,1
25.86,0.144,24.15,Low,1
40.98,0.0,33.18,Medium,0
18.63,0.115,4.66,Medium,1
28.53,0.711,61.65,Medium,0
9.54,0.166,58.77,Medium,1
16.95,0.347,12.97,High,1
18.7,0.21,17.43,High,1
40.74,0.171,23.35,Medium,1
43.72,0.865,56.43,High,0
30.06,0.155,33.67,Medium,1
1.0,0.266,11.33,Medium,1
50.62,0.074,43.19,Low,0
18.74,0.682,33.44,Medium,1
33.44,0.656,57.99,Low,0
14.15,0.194,12.07,Medium,0
35.93,0.159,10.69,Medium,1
19.09,0.315,8.06,Low,1
53.61,0.495,81.56,Medium,0
34.92,0.037,9.9,Low,1
42.81,0.56,21.21,Medium,1
11.72,0.15,5.41,Medium,0
13.2,0.721,20.04,Low,1
41.97,0.214,0.0,Low,1
19.95,0.028,28.36,Low,1
38.87,0.611,14.85,Medium,0
38.94,0.724,19.83,Medium,1
23.15,0.11,39.44,Medium,0
48.06,0.166,9.8,High,1
22.42,0.263,28.75,High,1
15.77,0.103,13.45,High,1
40.02,0.157,0.0,Medium,1
8.99,0.267,31.43,Medium,1
34.35,0.153,0.0,Low,1
29.19,0.704,36.89,Low,0
15.74,0.143,34.2,High,1
37.02,0.246,4.0,Medium,1
31.27,0.375,2.79,Low,1
41.77,0.391,17.6,Low,1
31.0,0.103,10.76,Medium,1
37.39,0.127,2.57,High,1
44.7,0.613,66.35,Medium,0
42.79,0.202,2.74,Low,1
58.04,0.643,59.36,Low,0
1.0,0.144,12.98,Medium,1
30.64,0.574,22.52,Low,1
4.68,0.0,18.19,Medium,1
27.15,0.394,19.89,High,1
16.66,0.0,34.45,Medium,0
54.49,0.427,40.98,Medium,0
52.72,0.014,12.25,Medium,1
50.12,0.0,0.0,Medium,1
16.96,0.149,15.01,Medium,1
29.04,0.683,34.58,Low,0
43.31,0.492,7.38,Low,1
30.12,0.84,21.88,Medium,1
12.1,0.046,20.05,Medium,1
24.83,0.476,22.89,Medium,1
54.72,0.082,1.48,Low,1
40.93,0.171,30.65,Medium,1
32.76,0.404,26.65,Low,0
23.39,0.197,23.86,Medium,1
22.45,0.28,1.37,Medium,1
56.93,0.716,76.93,Low,0
45.27,0.544,96.45,Low,0
32.44,0.744,4.98,High,1
27.57,0.161,31.35,High,0
31.15,0.048,1.82,Medium,1
17.17,0.197,6.02,Medium,1
47.98,0.094,0.0,High,1
31.61,0.63,7.96,Low,1
